id,name,data,eserviceName,producerName,totalActiveConsumers,activeConsumersByMacroCategory,eserviceName,producerName,totalActiveConsumers,activeConsumersByMacroCategory
9,Stazioni Appaltanti e Gestori di pubblici servizi,"{'eserviceName': 'PCP - Gestione utenti', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 7, 'activeConsumersByMacroCategory': [{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 7}]}",PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,7.0,"{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 7}",PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,7.0,"[{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 7}]"
9,Stazioni Appaltanti e Gestori di pubblici servizi,"{'eserviceName': 'PCP – CodeList', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 6, 'activeConsumersByMacroCategory': [{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 6}]}",PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,6.0,"{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 6}",PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,6.0,"[{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 6}]"
9,Stazioni Appaltanti e Gestori di pubblici servizi,"{'eserviceName': 'SEND - Servizio Notifiche Digitali', 'producerName': 'PagoPa S.p.A.', 'totalActiveConsumers': 6, 'activeConsumersByMacroCategory': [{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 6}]}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,6.0,"{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 6}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,6.0,"[{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 6}]"
9,Stazioni Appaltanti e Gestori di pubblici servizi,"{'eserviceName': 'PCP - Pianificazione appalto', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 3}]}",PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 3}",PCP - Pianificazione appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '9', 'name': 'Stazioni Appaltanti e Gestori di pubblici servizi', 'count': 3}]"
5,Province e Città Metropolitane,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 17, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,17.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,17.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 17}]"
5,Province e Città Metropolitane,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]"
5,Province e Città Metropolitane,"{'eserviceName': 'PCP – Comunica appalto', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]"
5,Province e Città Metropolitane,"{'eserviceName': 'AUSA - Anagrafe Unica delle Stazioni Appaltanti', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]}",AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}",AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]"
5,Province e Città Metropolitane,"{'eserviceName': 'PCP - Pubblica avviso', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]}",PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}",PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]"
5,Province e Città Metropolitane,"{'eserviceName': 'PCP - Comunica post pubblicazione', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]}",PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}",PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 3}]"
5,Province e Città Metropolitane,"{'eserviceName': 'ARPAL-SIMPA Dati Impianto', 'producerName': 'Regione Liguria', 'totalActiveConsumers': 1, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]}",ARPAL-SIMPA Dati Impianto,Regione Liguria,1.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}",ARPAL-SIMPA Dati Impianto,Regione Liguria,1.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]"
5,Province e Città Metropolitane,"{'eserviceName': 'SEND - Servizio Notifiche Digitali', 'producerName': 'PagoPa S.p.A.', 'totalActiveConsumers': 1, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,1.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,1.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]"
5,Province e Città Metropolitane,"{'eserviceName': 'RL-Sigmater Consultazione Soggetti', 'producerName': 'Regione Liguria', 'totalActiveConsumers': 1, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]}",RL-Sigmater Consultazione Soggetti,Regione Liguria,1.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}",RL-Sigmater Consultazione Soggetti,Regione Liguria,1.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]"
5,Province e Città Metropolitane,"{'eserviceName': 'RL-Cartografia DB Limiti Amministrativi-M1918', 'producerName': 'Regione Liguria', 'totalActiveConsumers': 1, 'activeConsumersByMacroCategory': [{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]}",RL-Cartografia DB Limiti Amministrativi-M1918,Regione Liguria,1.0,"{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}",RL-Cartografia DB Limiti Amministrativi-M1918,Regione Liguria,1.0,"[{'id': '5', 'name': 'Province e Città Metropolitane', 'count': 1}]"
3,Comuni,"{'eserviceName': 'SEND - Servizio Notifiche Digitali', 'producerName': 'PagoPa S.p.A.', 'totalActiveConsumers': 3485, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 3485}]}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,3485.0,"{'id': '3', 'name': 'Comuni', 'count': 3485}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,3485.0,"[{'id': '3', 'name': 'Comuni', 'count': 3485}]"
3,Comuni,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 237, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 237}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,237.0,"{'id': '3', 'name': 'Comuni', 'count': 237}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,237.0,"[{'id': '3', 'name': 'Comuni', 'count': 237}]"
3,Comuni,"{'eserviceName': 'C020-servizioAccertamentoResidenza-approvazione_automatica', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 155, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 155}]}",C020-servizioAccertamentoResidenza-approvazione_automatica,Ministero dell'Interno,155.0,"{'id': '3', 'name': 'Comuni', 'count': 155}",C020-servizioAccertamentoResidenza-approvazione_automatica,Ministero dell'Interno,155.0,"[{'id': '3', 'name': 'Comuni', 'count': 155}]"
3,Comuni,"{'eserviceName': 'C021-servizioAccertamentoStatoFamiglia-approvazione_automati', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 82, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 82}]}",C021-servizioAccertamentoStatoFamiglia-approvazione_automati,Ministero dell'Interno,82.0,"{'id': '3', 'name': 'Comuni', 'count': 82}",C021-servizioAccertamentoStatoFamiglia-approvazione_automati,Ministero dell'Interno,82.0,"[{'id': '3', 'name': 'Comuni', 'count': 82}]"
3,Comuni,"{'eserviceName': 'C001–servizioNotifica-approvazione_automatica', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 45, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 45}]}",C001–servizioNotifica-approvazione_automatica,Ministero dell'Interno,45.0,"{'id': '3', 'name': 'Comuni', 'count': 45}",C001–servizioNotifica-approvazione_automatica,Ministero dell'Interno,45.0,"[{'id': '3', 'name': 'Comuni', 'count': 45}]"
3,Comuni,"{'eserviceName': 'C015-servizioAccertamentoGeneralita-approvazione_automatica', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 45, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 45}]}",C015-servizioAccertamentoGeneralita-approvazione_automatica,Ministero dell'Interno,45.0,"{'id': '3', 'name': 'Comuni', 'count': 45}",C015-servizioAccertamentoGeneralita-approvazione_automatica,Ministero dell'Interno,45.0,"[{'id': '3', 'name': 'Comuni', 'count': 45}]"
3,Comuni,"{'eserviceName': 'C018-servizioAccertamentoCittadinanza-approvazione_automatic', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 29, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 29}]}",C018-servizioAccertamentoCittadinanza-approvazione_automatic,Ministero dell'Interno,29.0,"{'id': '3', 'name': 'Comuni', 'count': 29}",C018-servizioAccertamentoCittadinanza-approvazione_automatic,Ministero dell'Interno,29.0,"[{'id': '3', 'name': 'Comuni', 'count': 29}]"
3,Comuni,"{'eserviceName': 'C016-servizioAccertamentoDichDecesso-approvazione_automatica', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 27, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 27}]}",C016-servizioAccertamentoDichDecesso-approvazione_automatica,Ministero dell'Interno,27.0,"{'id': '3', 'name': 'Comuni', 'count': 27}",C016-servizioAccertamentoDichDecesso-approvazione_automatica,Ministero dell'Interno,27.0,"[{'id': '3', 'name': 'Comuni', 'count': 27}]"
3,Comuni,"{'eserviceName': 'C025-servizioAccertamentoMaternita-approvazione_automatica', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 26, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 26}]}",C025-servizioAccertamentoMaternita-approvazione_automatica,Ministero dell'Interno,26.0,"{'id': '3', 'name': 'Comuni', 'count': 26}",C025-servizioAccertamentoMaternita-approvazione_automatica,Ministero dell'Interno,26.0,"[{'id': '3', 'name': 'Comuni', 'count': 26}]"
3,Comuni,"{'eserviceName': 'C024-servizioAccertamentoPaternita-approvazione_automatica', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 25, 'activeConsumersByMacroCategory': [{'id': '3', 'name': 'Comuni', 'count': 25}]}",C024-servizioAccertamentoPaternita-approvazione_automatica,Ministero dell'Interno,25.0,"{'id': '3', 'name': 'Comuni', 'count': 25}",C024-servizioAccertamentoPaternita-approvazione_automatica,Ministero dell'Interno,25.0,"[{'id': '3', 'name': 'Comuni', 'count': 25}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 18, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,18.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,18.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 18}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'PCP – Comunica appalto', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'AUSA - Anagrafe Unica delle Stazioni Appaltanti', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]}",AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'arch-common-service_SDG', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]}",arch-common-service_SDG,Agenzia per L'Italia Digitale,3.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",arch-common-service_SDG,Agenzia per L'Italia Digitale,3.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'PCP - Pubblica avviso', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]}",PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'SEND - Servizio Notifiche Digitali', 'producerName': 'PagoPa S.p.A.', 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,3.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",SEND - Servizio Notifiche Digitali,PagoPa S.p.A.,3.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'PCP - Comunica post pubblicazione', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 3, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]}",PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}",PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,3.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 3}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'C021-servizioAccertamentoStatoFamiglia-approvazione_automati', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 2, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 2}]}",C021-servizioAccertamentoStatoFamiglia-approvazione_automati,Ministero dell'Interno,2.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 2}",C021-servizioAccertamentoStatoFamiglia-approvazione_automati,Ministero dell'Interno,2.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 2}]"
1,Altre Pubbliche Amministrazioni locali,"{'eserviceName': 'C001–servizioNotifica-approvazione_automatica', 'producerName': ""Ministero dell'Interno"", 'totalActiveConsumers': 2, 'activeConsumersByMacroCategory': [{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 2}]}",C001–servizioNotifica-approvazione_automatica,Ministero dell'Interno,2.0,"{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 2}",C001–servizioNotifica-approvazione_automatica,Ministero dell'Interno,2.0,"[{'id': '1', 'name': 'Altre Pubbliche Amministrazioni locali', 'count': 2}]"
8,Scuole,,,,,,,,,
7,Regioni e Province Autonome,"{'eserviceName': 'arch-common-service_SDG', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 14, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 14}]}",arch-common-service_SDG,Agenzia per L'Italia Digitale,14.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 14}",arch-common-service_SDG,Agenzia per L'Italia Digitale,14.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 14}]"
7,Regioni e Province Autonome,"{'eserviceName': 'PCP - Servizi comuni', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 8, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}",PCP - Servizi comuni,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]"
7,Regioni e Province Autonome,"{'eserviceName': 'PCP – Comunica appalto', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 8, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}",PCP – Comunica appalto,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]"
7,Regioni e Province Autonome,"{'eserviceName': 'AUSA - Anagrafe Unica delle Stazioni Appaltanti', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 8, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]}",AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}",AUSA - Anagrafe Unica delle Stazioni Appaltanti,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]"
7,Regioni e Province Autonome,"{'eserviceName': 'PCP - Pubblica avviso', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 8, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]}",PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}",PCP - Pubblica avviso,Autorita' Nazionale Anticorruzione - A.N.AC.,8.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 8}]"
7,Regioni e Province Autonome,"{'eserviceName': 'PCP - Gestione utenti', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 7, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 7}]}",PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,7.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 7}",PCP - Gestione utenti,Autorita' Nazionale Anticorruzione - A.N.AC.,7.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 7}]"
7,Regioni e Province Autonome,"{'eserviceName': 'PCP - Comunica post pubblicazione', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 7, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 7}]}",PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,7.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 7}",PCP - Comunica post pubblicazione,Autorita' Nazionale Anticorruzione - A.N.AC.,7.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 7}]"
7,Regioni e Province Autonome,"{'eserviceName': 'PCP – CodeList', 'producerName': ""Autorita' Nazionale Anticorruzione - A.N.AC."", 'totalActiveConsumers': 5, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 5}]}",PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,5.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 5}",PCP – CodeList,Autorita' Nazionale Anticorruzione - A.N.AC.,5.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 5}]"
7,Regioni e Province Autonome,"{'eserviceName': 'INAD CONSULTAZIONE DD', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 4, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}]}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,4.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}",INAD CONSULTAZIONE DD,Agenzia per L'Italia Digitale,4.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}]"
7,Regioni e Province Autonome,"{'eserviceName': 'Invio Comunicazioni Obbligatorie - UniSomm', 'producerName': 'Ministero del Lavoro e delle Politiche Sociali', 'totalActiveConsumers': 4, 'activeConsumersByMacroCategory': [{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}]}",Invio Comunicazioni Obbligatorie - UniSomm,Ministero del Lavoro e delle Politiche Sociali,4.0,"{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}",Invio Comunicazioni Obbligatorie - UniSomm,Ministero del Lavoro e delle Politiche Sociali,4.0,"[{'id': '7', 'name': 'Regioni e Province Autonome', 'count': 4}]"
10,Università e AFAM,,,,,,,,,
6,Altre Pubbliche Amministrazioni Centrali,"{'eserviceName': 'evidence-broker_SDG', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 1, 'activeConsumersByMacroCategory': [{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}]}",evidence-broker_SDG,Agenzia per L'Italia Digitale,1.0,"{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}",evidence-broker_SDG,Agenzia per L'Italia Digitale,1.0,"[{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}]"
6,Altre Pubbliche Amministrazioni Centrali,"{'eserviceName': 'arch-common-service_SDG', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 1, 'activeConsumersByMacroCategory': [{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}]}",arch-common-service_SDG,Agenzia per L'Italia Digitale,1.0,"{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}",arch-common-service_SDG,Agenzia per L'Italia Digitale,1.0,"[{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}]"
6,Altre Pubbliche Amministrazioni Centrali,"{'eserviceName': 'service-catalogue_SDG', 'producerName': ""Agenzia per L'Italia Digitale"", 'totalActiveConsumers': 1, 'activeConsumersByMacroCategory': [{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}]}",service-catalogue_SDG,Agenzia per L'Italia Digitale,1.0,"{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}",service-catalogue_SDG,Agenzia per L'Italia Digitale,1.0,"[{'id': '6', 'name': 'Altre Pubbliche Amministrazioni Centrali', 'count': 1}]"
